S.No,Main Category,Category Path,Product Name,Short Description,Long Description,Product Slug,Image Path
436,Retina Equipments,Retina Equipments,irrigating-vitreoretinal-instruments,,,irrigating-vitreoretinal-instruments,
437,Retina Equipments,Retina Equipments,landers-vitrectomy-retina-equipments,,,landers-vitrectomy-retina-equipments,
438,Retina Equipments,Retina Equipments,lens-glide-retina-equipments,,,lens-glide-retina-equipments,
439,Retina Equipments,Retina Equipments,scleral-plugs-vitreoretinal-instruments,,,scleral-plugs-vitreoretinal-instruments,
440,Retina Equipments,Retina Equipments,silicon-bands-retina-equipments,,,silicon-bands-retina-equipments,
441,Retina Equipments,Retina Equipments,silicon-sponge-rode-retina-equipments,,,silicon-sponge-rode-retina-equipments,
442,Retina Equipments,Retina Equipments,silicon-tires-retina-equipments,,,silicon-tires-retina-equipments,
443,Retina Equipments,Retina Equipments,suction-trephine-retina-equipments,,,suction-trephine-retina-equipments,
444,Retina Equipments,Retina Equipments,tapered-vitreoretinal-instruments,,,tapered-vitreoretinal-instruments,
445,Retina Equipments,Retina Equipments,teflon-block-retina-equipments,,,teflon-block-retina-equipments,
446,Retina Equipments,Retina Equipments,tension-ring-injector-retina-equipments,,,tension-ring-injector-retina-equipments,
447,Retina Equipments,Retina Equipments,trephine-retina-equipments,,,trephine-retina-equipments,
448,Retina Equipments,Retina Equipments,vitreo-retinal-vitreoretinal-instruments,,,vitreo-retinal-vitreoretinal-instruments,
449,Retina Equipments,Retina Equipments,watzke-vitreoretinal-instruments,,,watzke-vitreoretinal-instruments,
450,Retina Equipments,Retina Equipments,wick-drain-retina-equipments,,,wick-drain-retina-equipments,
451,Uncategorised,Uncategorised,Algerbrush-Lens Manipulators,"Algerbrush-Lens Manipulators are essential instruments in ophthalmic surgeries, facilitating the manipulation of lenses and ensuring optimal surgical outcomes and patient satisfaction.",Tools for lens manipulation.,algerbrush-lens-manipulators,../../wp-content/uploads/2024/04/Lens-Manipulators-Algerbrush.jpg
452,Uncategorised,Uncategorised,agarwals-no-anest-speculums,,,agarwals-no-anest-speculums,
453,Uncategorised,Uncategorised,agarwals-phaco-choppers,,,agarwals-phaco-choppers,
454,Uncategorised,Uncategorised,akahoshi-nucleus-rotator,,,akahoshi-nucleus-rotator,
455,Uncategorised,Uncategorised,aker-lens-manipulators,,,aker-lens-manipulators,
456,Vision Drum Acuity Chart,Vision Drum Acuity Chart,Cyber Charts,"Cyber Charts are advanced electronic visual acuity charts used in ophthalmology for precise and standardized vision testing. They offer a wide range of optotypes, customizable testing protocols, and digital interfaces that enable efficient and accurate assessment of visual acuity in patients.",Electronic visual acuity charts for vision testing,cyber-charts,../../wp-content/uploads/2024/04/Cyber_Chart-700x700.jpg
457,Vision Drum Acuity Chart,Vision Drum Acuity Chart,Distant Vision Drum with Remote-Cyber Charts,"Distant Vision Drum with Remote is a specialized device used in ophthalmic clinics or vision centers for conducting visual acuity tests. It features a remote-controlled rotating drum with distant vision optotypes, enabling clinicians to perform standardized and accurate vision assessments in patients.",Visual acuity testing equipment with remote control,distant-vision-drum-with-remote-cyber-charts,../../wp-content/uploads/2024/04/Distant_Vision_Drum_With_Remote.jpg
